Title,Number_of_Reviews,Rating,Bought_Last_Month,Price_After_Discount,MRP,Image_URL,Product_ID,Star_Rating_Percentage
"Boult X Mustang Newly Launched Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, IPX5 Wireless Headphones","3,426","4.1 out of 5 stars, rating details",1K+ bought in past month,"2,999","₹6,999",https://m.media-amazon.com/images/I/81ZCn5FcELL._AC_UY218_.jpg,118,"{5: '58%', 4: '21%', 3: '7%', 2: '2%', 1: '12%'}"
"Razer BlackShark V2 X Wired Gaming On Ear Headset - Black|7.1 Surround Sound-50mm Drivers-Memory Foam Cushion-for PC,PS4,PS5,Switch,Xbox One,Xbox Series X|S,Mobile-3.5mm Audio Jack-RZ04-03240100-R3M1","1,169","4.2 out of 5 stars, rating details",500+ bought in past month,"3,095","₹7,999",https://m.media-amazon.com/images/I/51vUMenoNkL._AC_UY218_.jpg,119,"{5: '61%', 4: '19%', 3: '7%', 2: '3%', 1: '10%'}"
"Logitech G435 Light Speed and Lightweight Gaming Bluetooth Wireless Over Ear Headphones with Mic, 18H Battery, Compatible for Dolby Atmos, Pc, Ps4, Ps5, Mobile - (Black)",405,"3.9 out of 5 stars, rating details",100+ bought in past month,"5,097","₹9,595",https://m.media-amazon.com/images/I/61cq-ssgXSL._AC_UY218_.jpg,120,"{5: '55%', 4: '18%', 3: '8%', 2: '4%', 1: '15%'}"
"ZEBRONICS Zeb-Thunder PRO On-Ear Wireless Headphone Up to 60 Hours Playback, Wired Mode, USB-C Type Charging(Black)","3,786","3.7 out of 5 stars, rating details",500+ bought in past month,799,"₹1,899",https://m.media-amazon.com/images/I/618Z0eTNM6L._AC_UY218_.jpg,121,"{5: '44%', 4: '23%', 3: '11%', 2: '5%', 1: '17%'}"
"boAt Rockerz 450 Pro Bluetooth Wireless On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Hazel Beige)","19,832","4.0 out of 5 stars, rating details",500+ bought in past month,"1,799","₹3,990",https://m.media-amazon.com/images/I/61edVIWAN1L._AC_UY218_.jpg,122,"{5: '54%', 4: '22%', 3: '9%', 2: '3%', 1: '12%'}"
"Sennheiser Accentum Wireless Bluetooth Over Ear Headphones with Mic-Designed in Germany Audio,50Hr Battery,10 Min Quick Charge = 5Hr Playback,Hybrid ANC","1,009","4.0 out of 5 stars, rating details",null,"8,990","₹14,990",https://m.media-amazon.com/images/I/612HgKy45eL._AC_UY218_.jpg,123,"{5: '58%', 4: '18%', 3: '8%', 2: '5%', 1: '11%'}"
"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Teal Green)","231,725","3.9 out of 5 stars, rating details",4K+ bought in past month,"1,099","₹3,990",https://m.media-amazon.com/images/I/61AAKReQ7RL._AC_UY218_.jpg,124,"{5: '52%', 4: '22%', 3: '9%', 2: '3%', 1: '14%'}"
"Noise Newly Launched Airwave Max 5 Wireless Over Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Calm White)",173,"4.2 out of 5 stars, rating details",50+ bought in past month,"4,499","₹5,999",https://m.media-amazon.com/images/I/51g7PqkNMxL._AC_UY218_.jpg,125,"{5: '62%', 4: '18%', 3: '9%', 2: '1%', 1: '10%'}"
"Nu Republic Starboy with 54 Hour Playtime, X-Bass® Technology, 40mm Neodymium Drivers, Gaming Mode, Bluetooth V5.4, Dual Pairing, Dual Stereo, Type-C Fast Charging ENC Bluetooth Headphones (Black)",19,"4.6 out of 5 stars, rating details",100+ bought in past month,799,"₹3,999",https://m.media-amazon.com/images/I/71xk3Cigm+L._AC_UY218_.jpg,126,"{5: '86%', 4: '0%', 3: '7%', 2: '7%', 1: '0%'}"
"Sonos Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmos, Dynamic Head Tracking - White",null,"4.2 out of 5 stars, rating details",null,"29,999","₹39,999",null,127,"{5: '65%', 4: '14%', 3: '9%', 2: '5%', 1: '7%'}"
"Noise Buds N1 in-Ear Truly Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency(up to 40 ms), Instacharge(10 min=120 min), BT v5.3(Carbon Black)","9,978","4.0 out of 5 stars, rating details",3K+ bought in past month,799,"₹3,499",https://m.media-amazon.com/images/I/519N06XC1SL._AC_UY218_.jpg,128,"{5: '56%', 4: '21%', 3: '6%', 2: '3%', 1: '14%'}"
"Noise Newly Launched Airwave Max 5 Wireless On Ear Headphones with Adaptive Hybrid ANC (up to 50dB), HFA Tech, 80H Playtime, Dual Pairing(Carbon Black)",173,"4.2 out of 5 stars, rating details",300+ bought in past month,"4,499","₹5,999",https://m.media-amazon.com/images/I/61MXLJNBvYL._AC_UY218_.jpg,129,"{5: '62%', 4: '18%', 3: '9%', 2: '1%', 1: '10%'}"
"JLab JBuds LUX ANC Smart Active Noise Cancelling Headphones - Over Ear Wireless Headphones with Microphone, 70+ H Playtime Foldable Bluetooth Earphones, Multipoint & Customisable Sound, Cloud White","2,671","4.4 out of 5 stars, rating details",null,"3,999","₹7,799",https://m.media-amazon.com/images/I/41UPaI9VqUL._AC_UY218_.jpg,130,"{5: '73%', 4: '13%', 3: '6%', 2: '3%', 1: '5%'}"
"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Teal Green)","231,725","3.9 out of 5 stars, rating details",4K+ bought in past month,"1,099","₹3,990",https://m.media-amazon.com/images/I/61AAKReQ7RL._AC_UY218_.jpg,131,"{5: '52%', 4: '22%', 3: '9%', 2: '3%', 1: '14%'}"
realme Buds 3 (3.5 mm) Wired Earphones with Mic (Black),109,"3.3 out of 5 stars, rating details",10K+ bought in past month,599,"₹59,900",https://m.media-amazon.com/images/I/61atAl7U-aL._AC_UY218_.jpg,132,"{5: '37%', 4: '17%', 3: '12%', 2: '7%', 1: '27%'}"
"boAt Rockerz 421 (2025 Launch), 40Hrs Battery, Low Latency(40ms), 40mm Drivers, ENx Technology, Integrated Controls, v5.4 Bluetooth Headphones, Wireless Headphone with Mic (Sage Green)",31,"4.2 out of 5 stars, rating details",100+ bought in past month,"1,299","₹2,490",https://m.media-amazon.com/images/I/71SXIg5aNML._AC_UY218_.jpg,133,"{5: '58%', 4: '24%', 3: '7%', 2: '0%', 1: '11%'}"
"Sony WH-CH720N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Mic, Up to 35Hrs Battery- Pink","10,941","4.2 out of 5 stars, rating details",100+ bought in past month,"7,989","₹14,990",https://m.media-amazon.com/images/I/61b2pq0bSJL._AC_UY218_.jpg,134,"{5: '63%', 4: '20%', 3: '7%', 2: '2%', 1: '8%'}"
"Sennheiser HD 599 Special Edition Wired, Over Ear Audiophile Headphones with E.A.R. Technology for Wide Sound Field, Open-Back Earcups, Detachable Cable (Black) Without Mic","8,690","4.5 out of 5 stars, rating details",null,"7,990","₹20,990",https://m.media-amazon.com/images/I/71z8zCxZttL._AC_UY218_.jpg,135,"{5: '72%', 4: '18%', 3: '5%', 2: '2%', 1: '3%'}"
"JBL Live 770NC True Adaptive Noise Cancellation Headphones Wireless Over Ear, Spatial Sound, 65Hrs Playtime, Speed Charge, Multipoint Connect and Personi-Fi 2.0, BT 5.3, Google Fast Pair, Alexa, Black",811,"4.2 out of 5 stars, rating details",200+ bought in past month,"7,999","₹14,999",https://m.media-amazon.com/images/I/71dnHOwbEqL._AC_UY218_.jpg,136,"{5: '62%', 4: '20%', 3: '7%', 2: '2%', 1: '9%'}"
"ZEBRONICS Duke Wireless Headphone with Up to 60h Backup, Supports Bluetooth, Dual Pairing, Gaming Mode, Environmental Noise Cancellation (ENC), LED Lights, Deep Bass, Voice Assistant Support (Blue)","15,227","3.7 out of 5 stars, rating details",200+ bought in past month,899,"₹2,499",https://m.media-amazon.com/images/I/61H9yOSWJwL._AC_UY218_.jpg,137,"{5: '45%', 4: '23%', 3: '12%', 2: '5%', 1: '15%'}"
"Boult Newly Launched Fluid X Pro ANC Headphones Bluetooth Wireless with 60H Playtime, 40mm Bass Driver, Zen ENC Mic, Type-C Charging, Combat™Gaming Mode Headphones Wireless with mic (Skin Beige)",215,"3.8 out of 5 stars, rating details",null,"1,999","₹7,999",https://m.media-amazon.com/images/I/71NOSqvbaBL._AC_UY218_.jpg,138,"{5: '60%', 4: '11%', 3: '3%', 2: '6%', 1: '20%'}"
"HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 40 Hours Playtime, Bluetooth 5.3, Workout/Travel (Blue)","3,393","3.7 out of 5 stars, rating details",100+ bought in past month,"1,849","₹8,245",https://m.media-amazon.com/images/I/71RNbjAJwLL._AC_UY218_.jpg,139,"{5: '47%', 4: '21%', 3: '10%', 2: '5%', 1: '17%'}"
"ZEBRONICS Duke Wireless Headphone with Up to 60h Backup, Supports Bluetooth, Dual Pairing, Gaming Mode, Environmental Noise Cancellation (ENC), LED Lights, Deep Bass, Voice Assistant Support (Black)","15,227","3.7 out of 5 stars, rating details",500+ bought in past month,899,"₹1,999",https://m.media-amazon.com/images/I/61CTGoZ5woL._AC_UY218_.jpg,140,"{5: '45%', 4: '23%', 3: '12%', 2: '5%', 1: '15%'}"
"Boult Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, BTv 5.4, AUX Option, Easy Control, IPX5 headphones wireless with mic (Beige)","3,426","4.1 out of 5 stars, rating details",2K+ bought in past month,"1,599","₹5,999",https://m.media-amazon.com/images/I/71AvtEc1XPL._AC_UY218_.jpg,141,"{5: '58%', 4: '21%', 3: '7%', 2: '2%', 1: '12%'}"
"Sony WH-1000XM5 Best Active Noise Cancelling Wireless Bluetooth Over Ear Headphones with Mic for Clear Calling,Battery Life 30 Hours-Mid Night Blue","15,586","4.4 out of 5 stars, rating details",100+ bought in past month,"24,989","₹34,990",https://m.media-amazon.com/images/I/51KGPDttQhL._AC_UY218_.jpg,142,"{5: '72%', 4: '15%', 3: '5%', 2: '2%', 1: '6%'}"
"Skullcandy Crusher ANC 2 Over-Ear 4-mic Active Noise Cancelling Wireless Headphones with Sensory Bass, 40mm Drivers,Dual-Device Pairing,Collapsible Design, Alexa Enabled,50Hr Bt + Rapid Charge-Black","35,575","4.3 out of 5 stars, rating details",50+ bought in past month,"15,999","₹64,999",https://m.media-amazon.com/images/I/71hj2+aMMrL._AC_UY218_.jpg,143,"{5: '67%', 4: '15%', 3: '7%', 2: '3%', 1: '8%'}"
"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (White)","10,941","4.2 out of 5 stars, rating details",200+ bought in past month,"7,989","₹14,990",https://m.media-amazon.com/images/I/41tp0JPPlmL._AC_UY218_.jpg,144,"{5: '63%', 4: '20%', 3: '7%', 2: '2%', 1: '8%'}"
"Sony ULT Wear WH-ULT900N Noise Cancellation Wireless Bluetooth Over Ear Headphones with Massive Bass, Up to 50Hrs Battery-Grey","1,737","4.4 out of 5 stars, rating details",100+ bought in past month,"13,989","₹24,990",https://m.media-amazon.com/images/I/61T7KqW31zL._AC_UY218_.jpg,145,"{5: '71%', 4: '15%', 3: '4%', 2: '1%', 1: '9%'}"
"Boult Newly Launched Flex On Ear Bluetooth Headphones with 80H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, Bluetooth 5.4, AUX Option, 60ms Low Latency, IPX5 (Navy Blue)",216,"4.1 out of 5 stars, rating details",300+ bought in past month,"1,499","₹5,499",https://m.media-amazon.com/images/I/71OdrnF5KhL._AC_UY218_.jpg,146,"{5: '63%', 4: '15%', 3: '6%', 2: '2%', 1: '14%'}"
Blaupunkt BH31 Bluetooth Wireless Over Ear Headphones I 40MM Drivers I HD Sound I Soft PU Headband I Media & Volume Control with Built in Mic I TurboVolt Fast Charging I AUX Port (Black),"1,509","3.9 out of 5 stars, rating details",100+ bought in past month,"1,199","₹1,19,900",https://m.media-amazon.com/images/I/61Eyfq-FqtL._AC_UY218_.jpg,147,"{5: '52%', 4: '22%', 3: '9%', 2: '4%', 1: '13%'}"
"HAMMER Vibe ENC Bluetooth Headphone, 40mm Driver, Dual Pairing, 50hrs Playtime, Voice Assistant, BT V5.4, Game Mode, Soft Cushions, Lightweight Headphones for Music, Gaming and Calls (Blue)",46,"4.2 out of 5 stars, rating details",100+ bought in past month,"1,299","₹4,999",https://m.media-amazon.com/images/I/61F5GBnCBAL._AC_UY218_.jpg,148,"{5: '53%', 4: '30%', 3: '9%', 2: '3%', 1: '5%'}"
"Nu Republic Starboy with 54 Hour Playtime, X-Bass® Technology, 40mm Neodymium Drivers, Gaming Mode, Bluetooth V5.4, Dual Pairing, Dual Stereo, Type-C Fast Charging ENC Bluetooth Headphones (Purple)",19,"4.6 out of 5 stars, rating details",50+ bought in past month,999,"₹3,999",https://m.media-amazon.com/images/I/71DfRm61f0L._AC_UY218_.jpg,149,"{5: '86%', 4: '0%', 3: '7%', 2: '7%', 1: '0%'}"
"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)",null,"4.3 out of 5 stars, rating details",null,"3,899","₹9,598",null,150,"{5: '61%', 4: '24%', 3: '7%', 2: '3%', 1: '5%'}"
"Noise Buds N1 in-Ear Truly Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency(up to 40 ms), Instacharge(10 min=120 min), BT v5.3(Forest Green)","9,978","4.0 out of 5 stars, rating details",1K+ bought in past month,799,"₹3,499",https://m.media-amazon.com/images/I/61vKBQ4I8rL._AC_UY218_.jpg,151,"{5: '56%', 4: '21%', 3: '6%', 2: '3%', 1: '14%'}"
"HAMMER Bash Max Over The Ear Wireless Bluetooth Headphones with Mic, Touch Control, Deep Bass, Upto 40 Hours Playtime, Bluetooth 5.3, Workout/Travel (Cool Grey)","3,393","3.7 out of 5 stars, rating details",100+ bought in past month,"1,849","₹8,245",https://m.media-amazon.com/images/I/61LXdoeSvbL._AC_UY218_.jpg,152,"{5: '47%', 4: '21%', 3: '10%', 2: '5%', 1: '17%'}"
"HP H150 Wireless in Ear Earbuds, Compatible with Tablets, Smartphones, Pcs, and Other Devices with Bluetooth,Noise-Reduction,Water Resistant Design,Black,0.036Kg","1,526","2.9 out of 5 stars, rating details",5K+ bought in past month,499,"₹2,499",https://m.media-amazon.com/images/I/61+pEvfKgOL._AC_UY218_.jpg,153,"{5: '37%', 4: '11%', 3: '5%', 2: '4%', 1: '43%'}"
"Bose New QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life, White Smoke","6,829","4.3 out of 5 stars, rating details",100+ bought in past month,"24,989","₹35,900",https://m.media-amazon.com/images/I/51yWZxN3vRL._AC_UY218_.jpg,154,"{5: '69%', 4: '15%', 3: '3%', 2: '2%', 1: '11%'}"
"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Blue)","2,297","4.0 out of 5 stars, rating details",500+ bought in past month,"1,999","₹4,499",https://m.media-amazon.com/images/I/61FUX7QmifS._AC_UY218_.jpg,155,"{5: '58%', 4: '19%', 3: '7%', 2: '3%', 1: '13%'}"
"boAt Rockerz 255 Pro+, 60HRS Battery, Fast Charge, IPX7, Dual Pairing, Low Latency, Magnetic Earbuds, in Ear Bluetooth Neckband, Wireless with Mic Earphones (Active Black)","231,725","3.9 out of 5 stars, rating details",5K+ bought in past month,"1,099","₹3,990",https://m.media-amazon.com/images/I/61+SW9nDTEL._AC_UY218_.jpg,156,"{5: '52%', 4: '22%', 3: '9%', 2: '3%', 1: '14%'}"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 Mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Jazz Green)","197,628","4.1 out of 5 stars, rating details",5K+ bought in past month,"1,249","₹2,299",https://m.media-amazon.com/images/I/61DpOqDGGRL._AC_UY218_.jpg,157,"{5: '60%', 4: '20%', 3: '7%', 2: '2%', 1: '11%'}"
"OnePlus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life (Acoustic Red)","197,628","4.1 out of 5 stars, rating details",5K+ bought in past month,"1,249","₹2,299",https://m.media-amazon.com/images/I/5171kgKguGL._AC_UY218_.jpg,158,"{5: '60%', 4: '20%', 3: '7%', 2: '2%', 1: '11%'}"
"ZEBRONICS Duke Plus, Wireless Over Ear Headphone with ANC, ENC, Gaming Mode, Dual Pairing, Rapid Charge, Upto 70* Hours Backup, Bluetooth v5.4, AUX, Comfortable Earcushion, Deep Bass (Black)","15,227","3.7 out of 5 stars, rating details",200+ bought in past month,"1,499","₹7,999",https://m.media-amazon.com/images/I/619w5E8UpbL._AC_UY218_.jpg,159,"{5: '45%', 4: '23%', 3: '12%', 2: '5%', 1: '15%'}"
"Sennheiser Accentum Plus Wireless Bluetooth Over Ear Headphones-Designed in Germany with Quick-Charge,50H Battery(with ANC),Adaptive Hybrid ANC,Sound Personalization and 2 Yr Warranty-Black",722,"4.2 out of 5 stars, rating details",100+ bought in past month,"12,490","₹19,990",https://m.media-amazon.com/images/I/71Q-uiqUGSL._AC_UY218_.jpg,160,"{5: '65%', 4: '15%', 3: '5%', 2: '4%', 1: '11%'}"
"Honeywell New Launched Moxie V20 Bluetooth v5.4 On-Ear Headphones with Mic, ENC, 25H Playback, Deep Bass, IPX4, Aux, Stereo Sound, 40ms Low Latency Gaming Mode, Padded Cushion",33,"4.6 out of 5 stars, rating details",null,"1,399","₹3,999",https://m.media-amazon.com/images/I/51p2pKjZ5gL._AC_UY218_.jpg,161,"{5: '90%', 4: '0%', 3: '0%', 2: '0%', 1: '10%'}"
"PHILIPS TAT1150BK/94 Premium Wireless Earbuds with ANC, Quad Mic ENC, Up to 55 Hr Playtime,13mm Neodymium Drivers,Multipoint, ergonomically Designed,IPX5 Water Resistance,Fast Charging (Deep Black)",66,"4.0 out of 5 stars, rating details",200+ bought in past month,"1,699","₹3,999",https://m.media-amazon.com/images/I/51xxU1-MlDL._AC_UY218_.jpg,162,"{5: '65%', 4: '11%', 3: '4%', 2: '5%', 1: '15%'}"
"Noise Airwave Max 3 Bluetooth On-Ear Headphones with 70H Playtime, 40mm Driver, Low Latency(up to 45ms),Dual Pairing, BT v5.3 (Midnight Blue)","2,075","3.9 out of 5 stars, rating details",400+ bought in past month,"1,999","₹5,499",https://m.media-amazon.com/images/I/61XuLr92V3L._AC_UY218_.jpg,163,"{5: '51%', 4: '22%', 3: '9%', 2: '3%', 1: '15%'}"
"ZEBRONICS Thunder Max Bluetooth Over Ear Headphone with 120*Hrs Playback, 3 EQ Modes, 40mm Bass Driver, Fast Charging, Gaming Mode, Dual Pairing, BT v5.4, AUX, Metallic Finish (Black)",392,"3.9 out of 5 stars, rating details",500+ bought in past month,999,"₹2,499",https://m.media-amazon.com/images/I/61qhVikQ-kL._AC_UY218_.jpg,164,"{5: '58%', 4: '15%', 3: '8%', 2: '4%', 1: '15%'}"
"soundcore by Anker,Space One,Active Noise Cancelling in Ear Headphones,2X Stronger Voice Reduction,40H ANC Playtime,App Control,Ldac Hi-Res Wireless Audio,Comfortable Fit,Clear Calls,Bluetooth 5.3","17,636","4.0 out of 5 stars, rating details",100+ bought in past month,"6,999","₹19,998",https://m.media-amazon.com/images/I/51O3nglyJQL._AC_UY218_.jpg,165,"{5: '49%', 4: '28%', 3: '6%', 2: '5%', 1: '12%'}"
Sony ZX Series MDR-ZX310AP Wired Headband Stereo On Ear Headset -Blue,921,"3.9 out of 5 stars, rating details",500+ bought in past month,949,"₹2,190",https://m.media-amazon.com/images/I/515GyXy58wL._AC_UY218_.jpg,166,"{5: '49%', 4: '23%', 3: '10%', 2: '4%', 1: '14%'}"
"Zebronics Storm Wired Headphone with 3.5mm Jack, Built in Microphone for Calling, 1.5 Meter Cable, Soft On Ear Cushion, Adjustable Headband, Foldable Ear Cups and Lightweight Design (Blue)",729,"3.6 out of 5 stars, rating details",500+ bought in past month,419,₹799,https://m.media-amazon.com/images/I/61BaiML3MzL._AC_UY218_.jpg,167,"{5: '45%', 4: '19%', 3: '12%', 2: '6%', 1: '18%'}"
"PHILIPS Audio TAH4209BK/00 Bluetooth Headphones,Lightweight and Foldable Design, 32mm Neodynamic Drivers, 55H Playtime, USB Type-C Fast Charging, Built-in Mic for Smartphone, Laptop, Tablet (Black)",333,"4.1 out of 5 stars, rating details",null,"2,399","₹4,999",https://m.media-amazon.com/images/I/61BBGbQF9gL._AC_UY218_.jpg,168,"{5: '62%', 4: '18%', 3: '6%', 2: '2%', 1: '12%'}"
Sony ZX Series MDR-ZX310AP Wired Headband Stereo On Ear Headset -Black,921,"3.9 out of 5 stars, rating details",400+ bought in past month,898,"₹2,190",https://m.media-amazon.com/images/I/51QTyJ107KL._AC_UY218_.jpg,169,"{5: '49%', 4: '23%', 3: '10%', 2: '4%', 1: '14%'}"
"boAt Rockerz 412 (2025 Launch), 60Hrs Battery, 40mm Drivers, 40ms Low Latency, ENx Tech, Integrated Controls, v5.4 Bluetooth Headphones, Wireless Headphone with Mic (Bold Blue)",null,null,null,"1,599","₹2,999",https://m.media-amazon.com/images/I/71dWbrkoy0L._AC_UY218_.jpg,170,"{5: 'null', 4: 'null', 3: 'null', 2: 'null', 1: 'null'}"
HP H300 Wireless Headset,23,"3.6 out of 5 stars, rating details",200+ bought in past month,"1,399","₹11,912",https://m.media-amazon.com/images/I/61Io2BTmGjL._AC_UY218_.jpg,171,"{5: '44%', 4: '16%', 3: '15%', 2: '11%', 1: '14%'}"
"HUMBLE Bluetooth Earbuds with Touch Functionality, 24 Hours Playtime, Noise Cancellation, Touch Controls, Long Battery Life and Integrated Voice Assistant Features for Effortless Connectivity (Black)",40,"3.2 out of 5 stars, rating details",100+ bought in past month,699,"₹2,499",https://m.media-amazon.com/images/I/61f0PQhD7gL._AC_UY218_.jpg,172,"{5: '44%', 4: '4%', 3: '4%', 2: '21%', 1: '27%'}"
"Sonos Ace | Noise Cancelling Wireless Over-Ear Headphones with Bluetooth, 30-Hour Battery Life, Spatial Audio, Dolby Atmos, Dynamic Head Tracking - White",null,"4.2 out of 5 stars, rating details",null,"29,999","₹39,999",null,173,"{5: '65%', 4: '14%', 3: '9%', 2: '5%', 1: '7%'}"
"boAt New Launch Rockerz 650 Pro, Touch/Swipe Controls, Dolby Audio, 80Hrs Battery, 2Mics ENx, Fast Charge, App Support, Dual Pair, Bluetooth Over Ear Headphones with Mic (Iris Black)",807,"4.3 out of 5 stars, rating details",2K+ bought in past month,"2,299","₹8,990",https://m.media-amazon.com/images/I/61-XNG5lPBL._AC_UY218_.jpg,174,"{5: '69%', 4: '15%', 3: '4%', 2: '2%', 1: '10%'}"
"pTron Bassbuds Razer TWS Earbuds, 40ms Gaming Low Latency, TruTalk AI-ENC Calls, Deep Bass, 45Hrs Playtime, HD Mic, in-Ear Bluetooth 5.3 Headphones, Type-C Fast Charging & IPX5 (Blue)",222,"3.6 out of 5 stars, rating details",null,599,"₹2,599",https://m.media-amazon.com/images/I/515iCOxQP4L._AC_UY218_.jpg,175,"{5: '48%', 4: '14%', 3: '10%', 2: '5%', 1: '23%'}"
"boAt Rockerz 450 Pro Bluetooth On Ear Headphones with Mic with 70 Hours Battery, 40Mm Drivers, Bluetooth V5.0 Padded Ear Cushions, Easy Access Controls and Voice Assistant(Luscious Black)","19,832","4.0 out of 5 stars, rating details",1K+ bought in past month,"1,799","₹3,990",https://m.media-amazon.com/images/I/61jlFEwSt+L._AC_UY218_.jpg,176,"{5: '54%', 4: '22%', 3: '9%', 2: '3%', 1: '12%'}"
"ZEBRONICS SILENCIO 111, Wireless Headphone, Hybrid ANC (50dB), 55*Hrs Backup, Transparency Mode, 40mm Titanium Drivers, 3 EQ Modes, ENC, Gaming Mode, Dual Pairing, Rapid Charge, Bluetooth v5.4 (Black)",48,"3.8 out of 5 stars, rating details",100+ bought in past month,"2,799","₹8,999",https://m.media-amazon.com/images/I/71B76Dp0iSL._AC_UY218_.jpg,177,"{5: '58%', 4: '13%', 3: '5%', 2: '0%', 1: '24%'}"
"HP H200 On Ear Wireless Headset, Black",32,"4.1 out of 5 stars, rating details",500+ bought in past month,999,"₹3,743",https://m.media-amazon.com/images/I/71Yl4L6JVML._AC_UY218_.jpg,178,"{5: '65%', 4: '13%', 3: '5%', 2: '4%', 1: '13%'}"
Marshall Monitor III Active Noise Canceling Over Ear Bluetooth Headphones,305,"4.4 out of 5 stars, rating details",50+ bought in past month,"29,999",null,https://m.media-amazon.com/images/I/81M31hLf2NL._AC_UY218_.jpg,179,"{5: '74%', 4: '12%', 3: '5%', 2: '3%', 1: '6%'}"
"Sennheiser HD 450BT Wireless Headphones, German Design, ANC, Alexa Built-in, 30H Battery, Comfortable & Lightweight Over-Ear Design, Built-in Mic for Clear Calls, Fast Charging, 2Y Warranty, Black","7,748","3.6 out of 5 stars, rating details",null,"7,490","₹14,990",https://m.media-amazon.com/images/I/61h8NTXn5oL._AC_UY218_.jpg,180,"{5: '42%', 4: '22%', 3: '10%', 2: '3%', 1: '23%'}"
"realme TechLife Studio H1 Over The Ear Over Ear Wireless Headphone with 70Hours Playtime 360° Spatial Audio, 40mm Drivers, 80ms Superlow Latency, 43 dB Adaptive ANC-Black",126,"3.9 out of 5 stars, rating details",50+ bought in past month,"3,999","₹7,999",https://m.media-amazon.com/images/I/715wH-KhfYL._AC_UY218_.jpg,181,"{5: '50%', 4: '25%', 3: '6%', 2: '5%', 1: '14%'}"
"Bose New QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life, Black","6,829","4.3 out of 5 stars, rating details",200+ bought in past month,"24,989","₹35,900",https://m.media-amazon.com/images/I/51ZR4lyxBHL._AC_UY218_.jpg,182,"{5: '69%', 4: '15%', 3: '3%', 2: '2%', 1: '11%'}"
"Sennheiser CX 80S in Ear Wired Headphones with in-Line One-Button Smart Control with Microphone, 3 Ear Adapter Sizes, 2 Year Warranty, 3.5MM Jack, Superior Sound, Black","1,654","4.1 out of 5 stars, rating details",300+ bought in past month,"1,490","₹2,490",https://m.media-amazon.com/images/I/61aPGUwffDS._AC_UY218_.jpg,183,"{5: '58%', 4: '18%', 3: '9%', 2: '6%', 1: '9%'}"
"boAt Rockerz 550 Bluetooth Wireless Over Ear Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation with Mic (Black Symphony)","67,887","4.0 out of 5 stars, rating details",1K+ bought in past month,"1,599","₹4,999",https://m.media-amazon.com/images/I/61F5SXdi9jL._AC_UY218_.jpg,184,"{5: '53%', 4: '24%', 3: '9%', 2: '4%', 1: '10%'}"
